text,sentiment
not good,0
some of our faculty member are not so experienced that's why most of the time we are facing problems subjects like CSE(c++),0
"everything is good but when coming to some lectures who dont have a good grip on subject,they dont behave well with students and they dont even teach all the concepts in the subject. ",0
"everything was good regarding to university but, some lecturers don't have grip on the subject and lag in the teaching",0
normal,0
good but not good . sir improve the subject,0
"The university is good but it also has a long way to go. More teachers should have their PhD and college fests related to academic curriculum must be improved to a great extent and must be managed properly.The interaction is good, lecture delivery needs more lucidity. The punctuality is top notch.",0
average,0
"interaction is very less ,when it comes to lecture delivery its fine but the co cordination not there between the lectueres",0
our university is very good but in terms of interaction of teachers wd students is not at all fair because they interact wd only students understands his/her teaching they don't make remaining students to understand the topic ,0
teaching delivery is good .but it is better to reduce there speed of  lecture delivery to understand the student better,0
"excellent, but reduse the speed of teaching  ,up to understand the students",0
"teaching is ok but the interaction with the students need to improve, i mean they have to focus on dull students more  than intelligents....",0
Everything would be fine if there are less number of students in our btech CSE.,0
faculties are doing quite well but need more senior lecturers.,0
university management is extordinary but some of the faculty is very bad,0
"some lectures are excellent,but not everyone",0
its  booring,0
teaching is good but some lecturers are showing partiality between south people and north people,0
"teaching is good but some teachers are not able to interact properly and are not able to clear the concepts properly, teachers are punctual. 
",0
they are showing partiality between north indians and south indians,0
staff is showing partiality between north indians and south indians ,0
lecture delivery and punctuality was good but the interaction with students was not good.,0
punctuality and lecture is good here but interaction isn't good.,0
interaction of some faculty was good but not all faculty..,0
teaching is good some lecturers are showing partiality between south people and north people,0
I WAS A STUDENT OF A BOARDING SCHOOL .....(jnv) I STUDIED FOR 7  YEARS THERE RESIDING IN HOSTEL ..NOW LIVING IN LPU IS SAME LIKE THAT..AND STILL MORE SAME AND PUNCTUALITY IS SHOWN HERE BY BOTH TEACHERS AND STUDENTS...AND ALSO BY THE STAFF..          SECURITY IS ABOVE 90%(IN CASE OF  STUDENT IS WELL MANURED)  ....CLASSES REGULAR ....SPORTS DAILY.....PARTICIPATION WELL/.......QUALITY BELOW AVERAGE,0
content of courses are average,0
Not good,0
"Content of course is perfectly in line with the teaching philosophy that is being perpetuated here i.e cramming,rote learning.",0
Needs some improvement,0
Needs some improvement,0
Knowledge  and depth of the course  is good but while coming to the material it's not upto the mark.,0
"Knowledge,depth of course is good but course material are not upto the mark",0
Content of the courses is good but some courses need improvement. Course material is not upto the mark. ,0
Material of the course is not good enough ,0
sometimes proper course material is not required.,0
Needs some improvement,0
Teachers are not giving depth of course . They trying to cover there work only .,0
The books that are recommended do not contain appropriate content; leads the students to depend on slides given by teachers. Hence the knowledge remains superficial,0
average,0
good quallity content but some teachers donot upload ppts on time,0
subjects are appropriate but much depth is required as syllabus includes only basics not the details,0
some courses are irrelevant as they are not related to my stream.,0
there are many courses which are irrelevant to the branch. some topics are not covered. There is no proper material for any course,0
depth of course is less on the other hand knowledge and material is good,0
content does not provide deep knowledge,0
average,0
sometime it is irrelevent with the ongoing courses.,0
average(in one term there should be only two major subjects based on numerical),0
some of them are very helpful and knowledgeable and some are just formality,0
"very knowledgeable, some subjects do not have dedicated material like books available",0
it is not appropriate,0
it is not very deep,0
The course structure is good and follows todays technology. Some subjects portion are too vast and are difficult to cover in 1 sem,0
syllabus is not in debth,0
i dont know,0
content of course is ample but depth must be more,0
COURSE IS GOOD NO PROPER COURSE MATERIAL,0
Content of the courses should be changed a bit. More of industry oriented feature like Linux and GitHub must be implemented. Proper detailing and advanced knowledge is required and is to be instilled in the students.The course material is good.,0
average,0
courses are also good .but lt of subjects in cse departments at 1st year it feels like burden upon us,0
"good,they work very hard for us",0
syllabus is more which required time ..it should b less so that student can proper concentrate getting the knowlegde instead of just covering the syllabusgood,0
when compared to other universities we need better material and exposure.,0
the content of the course should be increased with the depth.,0
The content of course should be increase with depth,0
In my opnion very less content is their in our syllabus..it will be good if there is more syllabus and depth included in our syllabus,0
some of the faculty are not uploading ppts,0
its very tough and very diffcult to understand,0
yeah! well some of the faculty are not teaching well but the schedule of the university are superb ... and university asked feedback from us .that is really helpful,0
The content of the courses are good but depth of courses are not enough to get the good concepts.,0
not good ,0
Some subjects are good and predictable.Remaining courses are not satisfactory,0
depth  of course was good ....providing a basic knowledge not so deep in subjects....at least they should provide deep knowledge and syllabus in core subjects...,0
"depth of the course are depended on the level of student intake, course material is delivered after the class in UMS 

",0
not good enough.. we want something more.,0
LESS TIME FOR STUDY ...LESS TIME FOR PAPER ATTEMTING...LESS TIME FOR EVERY THING ....LESS KNOWLEGE.....LESS DEPTH OF COURSE .....BUT PROPER COURSE MATERIAL ACCORDING TO EXAM,0
knowledge is maximum gained by reading books also the teachers explain depth if we are interested to know about it.,0
HAVE TO IMPROVE,0
every one can tell depth of course but some one only give notes,0
Its fine but it should focus more towards practical knowledge rather than content based. It would be helpful for us.,0
HAVE TO IMPROVE,0
Again the university tests students of their ability to memorize stuff. Questions should emphasize more on concepts rather than testing brain's cramming storage house.,0
Pattern and procedure of the examination is very good. Paper checking needed to be improved.,0
"Exam pattern and how it is conducted is really seems to be good but it's my first year and when I went to scrutiny for the first time it was not as per my expectations. Teachers have marked the answers as per their choice, they must look for the content rather than the length of answers. So poor paper checking is there.",0
Average,0
not so good,0
"Not that much good 
Students are working so hard
But they aren't getting satisfactory result",0
All are good except paper checking. It should be improved,0
Examination pattern is good but marks distribution very confusing,0
Examination pattern is good but marks distribution very confusing,0
it is neither too good nor too bad,0
"too many examination, we are frustrated",0
too much examinations,0
average,0
the level of examination should be raised. Questions with reasoning must be included,0
pattern of examination is good but paper checking is not at all going in a good way.,0
there should not be negative marking,0
there should not be negative marking,0
there should not be negative marking,0
very poor,0
marks distribution is good but paper checking is not that well,0
Very Tough,0
bad,0
Examination pattern is good but mcq paper checking marks are not correct sometimes.,0
very strict,0
Not good,0
as per the exam pattern maths exam always have to be subjective rather than objective.,0
its very bad thing not sowing answer of mcQ in exam we dont jiged what is rigth and rong where mak mistacvk ,0
In CA's its in the hands of lectures... while in mte's and ete's its good.,0
i think mid trem should be also subjective ,0
in examinations please try to give question papers,0
not much good ,0
exams conducting is very good .but paper correction is very bad,0
The examination pattern is good. More of logic based and subjective questions to be asked which is based upon conceptual learning. Paper checking must be done in a more lucid manner because many doubts arise with the checking of OMR sheet.,0
mid term percentage should be increased so that students get more choice to get success in the examinations,0
for some subjects like maths and english(passage writing) the time duration neds to increase,0
"Pattern is good ...marks distribution that includes ca,mt,et ,nd attendence all that is  little complicated ",0
"examination checking sucks here , don't knw why I get low marks even if 4 qustions are wrong . answer key of exam is absurd, discrepancy system is not advantageous, answers of exam not right, omr should be uploaded


",0
"examination pattern is good but,,there is blunder mistake.that is we ha no alternate to check the mistake where we have done morever no question papers also not given for discussion.so i suggest to..provide option for checking mistakes in the MCQ exams such as midterm.",0
time not sufficient,0
every thing is excllent but paper checking is not good,0
We don't get answers key and even the question papers for our mcq exams.There should be some means by which we could recheck our answers and get to know what mistakes we have made.,0
  exam pattern is very nice but paper checking is not at all good .,0
Exam pattern and marks distribution are excellent but sometimes there are some errors in paper checking.,0
exam  pattern is very good but if you give question papers to students it is helpful ,0
"excellent but checking procedure is not exceptable since we  fail to know our faults in mid term..
",0
I don't like the -ve marking system. appart from that everything is great,0
"Returning the question paper after the exams to be expected,because to clear and clarify the doubts regarding particular subjects",0
very hard papers and main concept papers,0
 Not so good,0
strict paper correction.,0
super but paper checking is not good,0
That's good to have a negative marking pattern in exam but the time is not sufficient to do all the questions.,0
exam pattern is good and marks distribution is also good but paper checking is too hard,0
The examination pattern is good .But time is not sufficient for those questions.,0
PAPER CHECKING IS VERY HARD REMAINING IS GOOD,0
"not satisfactory, lab work must include latest technologies",0
Lab and practical are not upto the mark. The topic which are practiced are almost already done in Btech.,0
Not upto the mark,0
lab improves practical knowledge,0
Sometimes systems at labs are screwed up .Otherwise everything is  at their respected desk.,0
"The evaluation is again bad for our CA, as one of our faculty is really weird. He gives us remarks on the basis of how we present things in front of it, he never look for the content of our answer, which is really annoying. As he expects us to deliver answer in the way he wants us to do. But how can a person do that, as people do have different mentality and they do explain themselves in different manner, so a teacher must understand that quality of a child and should give him marks on the basis of what they say not what they should say.",0
Average,0
3 hours practical is so long. It should be of 2 hours only ,0
practicle must be of 2 hours,0
Average ,0
Too much lanlb file work,0
Evaluation method is gud.But the content is more to write in file,0
I think electrotherapy practical should be of 2 hours.That's enough I think.Rest is fine.,0
lab duration of 3 hours is very long . ,0
Average,0
average,0
it is difficult to understand experiment in 1 hour,0
lab activities are good but not satisfactory in explaining point of view.,0
practical work insome labs are not upto the marks,0
labs are good but experiments are not very informative,0
the labs are not practically built,0
"some time lab is not proper working , some teacher's practical knowledge is less on the other side evaluations is not that much good   ",0
very poor.no equipments are there,0
poor,0
very poor.no equipments are there,0
lab practicals and evaluations are below average and need lot of changes and improvements,0
lab practical work can further be improved so that it can meet industrial standards,0
its hard to find a computer working in lab. Students cannot save data in one single PC,0
"Not good, becouse in lab teachers donot teach us how to work on live projects or how to make a live project. So i have ovserved that whatever teachers have been teachig us in lab that will not usefull in our future life.",0
not good..the timing is too much for labs and syllabus is also so vast.we don't get propr revision,0
i hate it,0
Practical work is in interesting but different teachers evaluate in their own way. Some of the teachers in some section  give marks without taking viva and some does not give marks accordingly ,0
not very good... must be improved.,0
bad,0
not good...... must be improve,0
it was good but it can be improved,0
"most of the teacher don't even bother about the practical performed by students.They give marks just by seeing face or something like that.
",0
good  but marks are not given properly ,0
practicals are good but evaluations are not because they don't give enough time to work ,0
Teachers are supposed to let the students know the actual use of the instruments used in the lab.,0
average 3.5/5,0
"In labs,the lecturers has to interact with each student to improve their knowledge, in all the ways,before giving us the work they must explain about the experiment once so that we will come to know how to perform n take precautions while doing,........
",0
More number of lab/practicals should be there to enhance practical knowledge.,0
There are no sufficient lab equipments in the labs and the avilable euipments are also not perfect.,0
it is good leaning in lab but the lab instruments are not properly working,0
According to me students are doing lab only for marks .,0
in lab also they are showing parilaty,0
Lab evaluations are very strict,0
the lab evaluations are very strict ,0
lab and practical works are good..with a little draw back of faculty in connecting  the lab practical to the outside  world..,0
very strcitly they evaluted marks ,0
NOT GOOD ...,0
Our labs do not have all facalities. ,0
library facilities are good but number of books are less,0
Not good ,0
"Its the best thing i have seen in this university,albeit the behaviour of library staff is unprofessional at times. They are whimsically rude.",0
I am satisfied with the facilities but few books are limited of  database distribution ,0
Its required some libral in rules,0
Its required some libral in rules,0
Again some of the faculties don't know how to behave otherwise it is good.,0
Its required some libral in rules,0
"Well... all the books are not avilable . If they are in library , books are in less number and strength of student are large.",0
all books are not available,0
the system in library usually does not work . so it creates a problem for us to issue the book,0
"Sometimes only book is available for some subjects
And it is reserved",0
All books are not available,0
I think number of books are very less according to the students .Only 2-3 copies are available.,0
I think stock is not enough more books are required. ,0
average,0
some books are not available. So please provide,0
more books should be provided and the issue period should be increased,0
never went there,0
book issuing time should be increased for 2 weeks,0
Really our library provides very good facilites for students and teachers but fine  system was not good it was directly increased upto 10.This is not a good thing.,0
average,0
"as per libraries, few books are not available and in computer library there are hardly 5 PCs working",0
books are less,0
i think library facilities are only for hostelers ,0
Capacity of library is less compared to size of university.,0
duration of issuing   books from library should be changed from 1week to 2 week that would be great.,0
absolutely fine all books are there but the thing is that the time limit is very less we have to return the book that we have issued  very fast,0
i dont think about ,0
library facilities need to be improve by bringing some more books,0
Almost each and every books is there.But the time limit for keeping book is too much shorted. ,0
"waste ,library is not the good place to study",0
It's good but we don't find the books because their are much less number of books,0
"good but there is more need of keeping books of general topics about social,polity,gk,...etc other than related to subject so that we will get some knowledge about country related issues..............",0
Books are heavily outnumbered when compared to number of students this is the only problem with library.,0
Insufficient books ,0
good but timings should be 24hrs,0
insufficient books,0
"Library facility is very good but there is a problem collection of books, Available books are very less for some subjects  
",0
rough handling,0
books are not available,0
Very rough handling,0
yeah quite well but ... some of the books are not available,0
uncertain,0
Average,0
Excellent     but sometimes lack of books especially during exam times,0
libary is giving a lot to us  but we are not getting it,0
"i've never went to library in lpu.so,i don't know about that.",0
I don't know abt that bcoz i didn't go to library till now.,0
Required text books are not available to every student,0
library facilities are excellent...but only limited books are available ..so books should be increased.,0
The library has insufficent number of books for all the students,0
"Library is vast and has got wide variety of books But I think more number of specimen copies of books should be made available
",0
VERY NICE....BUT BOOKS ARE NOT AVAILABE EVERY TIME,0
library facilities are not good.They are not following the rules( they are using phones in library).,0
"THEY IS NO PROBLEM WITH THEM
",0
Complete wastage of time. Again this opinion is strictly personal and may not coincide with others.,0
No views,0
No idea about the extracurricular activities. ,0
This is really a good thing that events happen in our university regularly but they must be announced early so that every student can prepare themselves for participation because sometimes we get to know about most of the events when they have already been conducted. So announcement must be there.,0
Good but lacks audience.....as only participants can see these activities on duty leave basis,0
"Thats good but the problm is whenever in university the functions like one india, one world are held we are not alowed to go because we have to attend the classes and if we miss the classes we will gona loose the attendence and everyone knows in lpu attendnce is very important. 
Thanx",0
Chance to go and enjoy should be given.I think it should be off when any activity like One India is there to go and enjoy.Otherwise everything is good. ,0
extracurricular activies should be held when there are no classes for the students to attend so that every student can enjoy and participate in the events,0
average,0
average,0
"good it is, but teachers do not consider the new ones.",0
they are good but they should give exposure to more students and not the same.,0
I donot participate,0
I donot participate,0
no comments. Because when you participiate you get reappear or backlog and no time is given for exam preparation,0
"the activities are very good but no time is given to students for participation, so its of no use",0
average,0
not much interested,0
bcoz of lectures..we don't get time to participate..,0
Average,0
"i also want to participate in that activities but i can't take part in those activities because I'm a day scholar 
",0
hahahah,0
average,0
Poor,0
Activities are not up to the mark as  advertisement.,0
It's good but we don't get sufficient time for participating in that activities,0
"there are lot of extracurricular activites held in university but so many of them are unknown to us ,the problem is there is no such ad's viewed to us
my rating is 3/5",0
Sometimes study burden is that much that we can not participate in these activities ...there should b one activity complusory for every student like all other courses ,0
"before coming to lpu i thought sports were very good n encouraging.but, there are many politics in sports especially in cricket.",0
not every one is getting opportunities here only recommended students getting.,0
VERY HIGH......NEED TO TAKE DOWN SOME ACCITIVTIES ................................NOISE POLLITION IN THE UNIVERSITY  ALWAYS A BIG PROBLEM.,0
kind of boring,0
unable to understand,0
very rude,0
Some of the teacher are un experienced. Also they are unfair and baised. Infact many of the teachers are having few or no experience about the subject,0
not good enough.. we want something more.,0
LESS TIME FOR STUDY,0
HAVE TO IMPROVE,0
every one can tell depth of course but some one only give notes,0
Its fine but it should focus more towards practical knowledge rather than content based. It would be helpful for us.,0
"LESS TIME FOR PAPER ATTEMTING,LESS KNOWLEDGE.",0
LESS DEPTH OF COURSE BUT PROPER COURSE MATERIAL ACCORDING TO EXAM,0
Not so good,0
super but paper checking is not good,0
That's good to have a negative marking pattern in exam but the time is not sufficient to do all the questions.,0
exam pattern is good and marks distribution is also good but paper checking is too hard,0
The examination pattern is good .But time is not sufficient for those questions.,0
PAPER CHECKING IS VERY HARD REMAINING IS GOOD,0
library facilities are not good.They are not following the rules( they are using phones in library).,0
average explanation,0
partial ,0
difficult to understand,0
discouragement,0
satisfactory,0
unsatisfactory,0
not available out of campus,0
egoist,0
sadist,0
freak,0
unnecessary homework,0
unnecessary seminars,0
NOT GOOD ...,0
not bad,0
Our labs do not have all facalities.,0
NOISE POLLITION IN THE UNIVERSITYALWAYS A BIG PROBLEM.,0
"Teaching is excellent,but lecture delivery is not up to the mark.",0
Punctuality is good interaction of some faculty was good but not all faculty,0
mechanisms for students learning related issues as required,0
"too many examination, we are frustrated",0
too much examinations,0
average,0
pattern of examination is good but paper checking is not at all going in a good way.,0
there should not be negative marking,0
there should not be negative marking,0
there should not be negative marking,0
very poor,0
exam pattern is good and good paper checking but paper checking can be improved,0
"exam pattern is good, very well marks distribution and paper checking varies from faculty to faculty.",0
marks distribution is good but paper checking is not that well,0
Very Tough,0
Teachers teach so fast,0
Bad,0
The course structure is good and follows todays technology. Some subjects portion are too vast and are difficult to cover in 1 sem,0
syllabus is not in debth,0
i dont know,0
its very bad thing not sowing answer of mcQ in exam we dont jiged what is rigth and rong where mak mistacvk,0
not very good... must be improved.,0
bad,0
some teachers aren't doing their jobs in very well manner,0
Some of the teachers are not well experienced but they are interactive and helpful and punctual.,0
not all the teachers are teaching well but it's fine,0
not good,0
some of our faculty member are not so experienced that's why most of the time we are facing problems subjects like CSE(c++),0
"everything is good but when coming to some lectures who dont have a good grip on subject,they dont behave well with students and they dont even teach all the concepts in the subject.",0
"everything was good regarding to university but, some lecturers don't have grip on the subject and lag in the teaching",0
"too many examination, we are frustrated",0
too much examinations,0
examination including exam pattern is good in some ways.MCQs shouls given to students for the preparation of exams.,0
pattern of examination is good but paper checking is not at all going in a good way.,0
very poor,0
exam pattern is good and good paper checking but paper checking can be improved,0
"exam pattern is good, very well marks distribution and paper checking varies from faculty to faculty.",0
marks distribution is good but paper checking is not that well,0
Very Tough,0
I think electrotherapy practical should be of 2 hours.That's enough I think.Rest is fine.,0
lab duration of 3 hours is very long .,0
lab activities are good but not satisfactory in explaining point of view.,0
practical work insome labs are not upto the marks,0
labs are good but experiments are not very informative,0
the labs are not practically built,0
"some time lab is not proper working , some teacher's practical knowledge is less on the other side evaluations is not that much good",0
very poor.no equipments are there,0
poor,0
very poor.no equipments are there,0
lab practicals and evaluations are below average and need lot of changes and improvements,0
lab practical work can further be improved so that it can meet industrial standards,0
its hard to find a computer working in lab. Students cannot save data in one single PC,0
"Not good, because in lab teachers donot teach us how to work on live projects or how to make a live project. So i have ovserved that whatever teachers have been teachig us in lab that will not usefull in our future life.",0
not good..the timing is too much for labs and syllabus is also so vast.we don't get propr revision,0
satisfactory.,0
i hate it,0
I think stock is not enough more books are required.,0
Satisfactory,0
some books are not available. So please provide,0
never went there,0
books are less,0
Examination pattern is good but marks distribution very confusing,0
"too many examination, we are frustrated",0
too much examinations,0
average,0
pattern of examination is good but paper checking is not at all going in a good way.,0
there should not be negative marking,0
there should not be negative marking,0
there should not be negative marking,0
very poor,0
exam pattern is good and good paper checking but paper checking can be improved,0
"exam pattern is good, very well marks distribution and paper checking varies from faculty to faculty.",0
marks distribution is good but paper checking is not that well,0
Very Tough,0
"good it is, but teachers do not consider the new ones.",0
they are good but they should give exposure to more students and not the same.,0
I donot participate,0
I donot participate,0
"the activities are very good but no time is given to students for participation, so its of no use",0
bcoz of lectures..we don't get time to participate..,0
i also want to participate in that activities but i can't take part in those activities because I'm a day scholar,0
Poor,0
for some subjects like maths and english(passage writing) the time duration neds to increase,0
NOT SO GOOD,0
time not sufficient,0
every thing is excllent but paper checking is not good,0
We don't get answers key and even the question papers for our mcq exams.,0
exam pattern is very nice but paper checking is not at all good .,0
some of the faculty are not uploading ppts,0
its very tough and very diffcult to understand,0
yeah! well some of the faculty are not teaching well but the schedule of the university are superb ... and university asked feedback from us .that is really helpful,0
The content of the courses are good but depth of courses are not enough to get the good concepts.,0
"examination pattern is good but,,there is blunder mistake.that is we ha no alternate to check the mistake where we have done morever no question papers also not given for discussion.so i suggest to..provide option for checking mistakes in the MCQ exams such as midterm.",0
time not sufficient,0
every thing is excllent but paper checking is not good,0
We don't get answers key and even the question papers for our mcq exams.There should be some means by which we could recheck our answers and get to know what mistakes we have made.,0
exam pattern is very nice but paper checking is not at all good .,0
In my opnion very less content is their in our syllabus..it will be good if there is more syllabus and depth included in our syllabus,0
some of the faculty are not uploading ppts,0
its very tough and very diffcult to understand,0
yeah! well some of the faculty are not teaching well but the schedule of the university are superb ... and university asked feedback from us .that is really helpful,0
The content of the courses are good but depth of courses are not enough to get the good concepts.,0
rough handling,0
books are not available,0
Very rough handling,0
yeah quite well but ... some of the books are not available,0
uncertain,0
Excellentbut sometimes lack of books especially during exam times,0
NEED TO TAKE DOWN SOME ACTIVITIES.NOISE POLLITION IN THE UNIVERSITY ALWAYS A BIG PROBLEM.,0
Some people at the university are small minded when it comes to inclusivesness and diversity,0
The rules are strict and inflexible,0
"Big, growing and crowded campus",0
experienced difficulty,0
I do not know why this teacher was even selected,0
"boring classes, not fun, extremley boring",0
I'll even say it again  this is torture.  ,0
Maybe there would be a reasonable explanation for this atrocity.  ,0
Not a pleasant voyage of self-discovery.  ,0
Highly unrecommended.  ,0
"If this premise sound stupid, that's because it is.  ",0
"Yes, it's that bad.  ",0
Nothing at all to recommend.  ,0
"This movie suffered because of the writing, it needed more suspense.  ",0
There were too many close ups.  ,0
But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,0
But this movie is definitely a below average rent.  ,0
This movie is BAD.  ,0
So bad.  ,0
The film is way too long.  ,0
This is definitely one of the bad ones.  ,0
I really don't see how anyone could enjoy this movie.  ,0
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,0
"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",0
"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",0
Ironically I mostly find his films a total waste of time to watch.  ,0
It's this pandering to the audience that sabotages most of his films.  ,0
Hence the whole story lacks a certain energy.  ,0
"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  ",0
There are the usual Hitchcock logic flaws.  ,0
Mishima is extremely uninteresting.  ,0
"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ",0
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  ,0
"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ",0
"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ",0
"Schrader has made a resume full of lousy, amateurish films.  ",0
"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ",0
"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ",0
The character developments also lacked in depth.  ,0
"Woa, talk about awful.  ",0
Do not waste your time.  ,0
It was just too horrible.  ,0
"The worst, sappiest dialogue... I could go on and on.  ",0
But what really made it unwatchable was the direction.  ,0
The poor actors.  ,0
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  ,0
If you check the director's filmography on this site you will see why this film didn't have a chance.  ,0
This would not even be good as a made for TV flick.  ,0
"Regrettably, the film fails.  ",0
"The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  ",0
No actress has been worse used that June Allison in this movie.  ,0
"Unfortunately, this is a bad movie that is just plain bad.  ",0
"Bad script, bad direction and horrible acting make this one plain bad!  ",0
The dialogue sucked.  ,0
The cinematography-if it can be called that-sucked.  ,0
The soundtrack sucked.  ,0
The acting sucked.  ,0
The concert sequences just sucked.  ,0
"Overall, this movie was cheap trash.  ",0
"But this movie is not funny, considering the ridiculousness of it.  ",0
I came out of it feeling angry.  ,0
I'm not sure what he was trying to do with this film.  ,0
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,0
"It was forced, like everything in this movie.  ",0
"Again, lame.  ",0
Here's where the movie really pi**ed me off.  ,0
And don't even get me started on the jerky camerawork.  ,0
When I saw it in the theater I thought I was going to be sick.  ,0
Summary: The witticisms weren't witty.  ,0
"The plot - well, I said I'd let that one go.  ",0
The acting was bad.  ,0
Really bad.  ,0
"Even Billy Bob couldn't rise above the script, which was worse.  ",0
"Camerawork - again, bad.  ",0
Rating: 1 out of 10.  ,0
I literally vomited while watching this film.  ,0
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  ,0
"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ",0
"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",0
"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",0
Which has more depth and character than the man underneath it.  ,0
The Malta settings are as dry and as barren as the dialogue.  ,0
This movie is terrible.  ,0
"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ",0
"For those that haven't seen it, don't waste your time!  ",0
To call this movie a drama is ridiculous!  ,0
Started watching this but didn't believe in any of the characters.  ,0
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  ,0
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  ,0
The characters were very 'stagey' and the storyline was a lot like a stage farce.  ,0
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  ,0
Glad I didn't pay to see it.  ,0
Didn't laugh or even smile once.  ,0
But it wasn't anything at all just one big yawn...  ,0
" But Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",0
It's just lame.  ,0
The guy who said he's had better dialogue with his potted plants has it right.  ,0
Everything about this movie is stupid.  ,0
"Even if you love bad movies, do not watch this movie.  ",0
It is shameful.  ,0
"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",0
I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0
"It didn't make me scared, horrified, or make me sympathetic towards the characters  it was simply annoying.  ",0
The jerky camera movements were also annoying.  ,0
The plot was the same as pretty much every other cheap horror.  ,0
"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  ",0
"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",0
"If you see it, you should probably just leave it on the shelf.  ",0
This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  ,0
Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ,0
All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  ,0
"God, and I can never get that 90 minutes back!  ",0
Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  ,0
The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  ,0
"Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  ",0
I couldn't take them seriously.  ,0
I am a fan of his ... This movie sucked really bad.  ,0
Even worse than Ticker!  ,0
& That movie was bad.  ,0
"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ",0
It just blew.  ,0
Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  ,0
This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  ,0
"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  ",0
"I wish I could enter negative values, admins?  ",0
"The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  ",0
"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  ",0
"Oh yeah, and the storyline was pathetic too.  ",0
I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  ,0
I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  ,0
In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ,0
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ,0
1/10 - and only because there is no setting for 0/10.  ,0
"But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  ",0
"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ",0
"But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  ",0
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",0
"Bela Lugosi was totally extraneous, intoning odd lines.  ",0
